     127,       1,     119,    6505,  200712, 1441532, 1456421,  670088,  542917,  540000,  539849,  539829,  539825,  539823,  539821,  539819,       4,       0,       0,       0
     128,       1,     116,    6530,  205335, 1476556, 1492889,  684249,  555824,  552915,  552759,  552735,  552729,  552726,  552724,  552723,       4,       0,       0,       0
     129,       1,     118,    6615,  208894, 1508335, 1531170,  702257,  569013,  566012,  565854,  565838,  565831,  565828,  565827,  565827,       5,       0,       0,       0
     130,       1,     123,    6838,  214821, 1542475, 1569010,  717170,  582420,  579338,  579178,  579158,  579151,  579146,  579143,  579142,       5,       0,       0,       0
     131,       1,     121,    6900,  221075, 1598145, 1587178,  731966,  595633,  592868,  592696,  592678,  592668,  592665,  592664,  592661,       2,       0,       0,       0
     132,       1,     119,    6890,  224671, 1641460, 1625359,  743140,  609203,  606607,  606421,  606401,  606398,  606394,  606392,  606392,       7,       0,       0,       0
     133,       1,     124,    7151,  230609, 1672630, 1666015,  762816,  623044,  620506,  620371,  620343,  620337,  620333,  620330,  620329,       6,       0,       0,       0
     134,       1,     124,    7197,  235141, 1711773, 1705339,  778713,  637282,  634673,  634519,  634499,  634491,  634487,  634485,  634484,       7,       0,       0,       0
     135,       1,     124,    7264,  239227, 1746839, 1748845,  796600,  651588,  649061,  648882,  648859,  648853,  648848,  648848,  648847,       3,       0,       0,       0
     136,       1,     126,    7453,  247544, 1809042, 1769580,  807225,  666188,  663606,  663467,  663438,  663431,  663429,  663427,  663427,       7,       0,       0,       0
     137,       1,     125,    7496,  251537, 1845943, 1816014,  823452,  680970,  678408,  678257,  678243,  678229,  678222,  678222,  678222,       4,       0,       0,       0
     138,       1,     127,    7604,  257064, 1891261, 1854851,  838857,  695940,  693398,  693259,  693248,  693245,  693241,  693239,  693238,       2,       0,       0,       0
     139,       1,     130,    7784,  262650, 1926160, 1904430,  855229,  711153,  708673,  708500,  708486,  708478,  708476,  708475,  708476,       4,       0,       0,       0
     140,       1,     128,    7864,  268186, 1967360, 1944747,  876116,  726762,  724148,  723965,  723948,  723937,  723932,  723930,  723930,       5,       0,       0,       0
     141,       1,     131,    7988,  274778, 2036209, 1965771,  889334,  742431,  739799,  739643,  739625,  739615,  739610,  739611,  739610,       5,       0,       0,       0
     142,       1,     128,    8001,  279930, 2075530, 2012819,  909114,  758355,  755702,  755544,  755528,  755524,  755519,  755517,  755517,       6,       0,       0,       0
     143,       1,     137,    8310,  286037, 2117831, 2058336,  927824,  774502,  771792,  771676,  771662,  771652,  771645,  771646,  771646,       8,       0,       0,       0
     144,       1,     130,    8244,  291524, 2165520, 2102124,  945381,  790898,  788176,  788036,  788020,  788011,  788009,  788008,  788008,       5,       0,       0,       0
     145,       1,     133,    8435,  298081, 2205048, 2150878,  966629,  807346,  804751,  804626,  804611,  804602,  804596,  804595,  804594,       3,       0,       0,       0
     146,       1,     136,    8569,  305917, 2281240, 2171984,  978955,  824299,  821584,  821441,  821430,  821422,  821416,  821416,  821417,       4,       0,       0,       0
     147,       1,     137,    8687,  310352, 2324706, 2226366,  995993,  841262,  838642,  838501,  838486,  838478,  838473,  838470,  838469,       2,       0,       0,       0
     148,       1,     136,    8727,  316265, 2370611, 2273756, 1017691,  858637,  855937,  855774,  855766,  855761,  855758,  855756,  855755,       4,       0,       0,       0
     149,       1,     136,    8908,  322912, 2413048, 2327377, 1037569,  876054,  873450,  873312,  873293,  873283,  873280,  873279,  873279,       4,       0,       0,       0
     150,       1,     139,    9036,  329123, 2466674, 2373159, 1056005,  893956,  891212,  891063,  891053,  891049,  891043,  891041,  891041,       4,       0,       0,       0
     151,       1,     137,    9058,  335937, 2543499, 2399612, 1072129,  911722,  909203,  909074,  909057,  909045,  909044,  909041,  909042,       0,       0,       0,       0
     152,       1,     142,    9347,  344817, 2595380, 2446486, 1091825,  929994,  927474,  927313,  927294,  927289,  927284,  927284,  927282,       3,       0,       0,       0
     153,       1,     143,    9404,  348869, 2637667, 2505702, 1115814,  948334,  945916,  945785,  945772,  945766,  945764,  945764,  945763,       1,       0,       0,       0
     154,       1,     138,    9427,  356165, 2693308, 2550592, 1138838,  967264,  964642,  964516,  964503,  964496,  964493,  964493,  964495,       4,       0,       0,       0
     155,       1,     147,    9708,  363518, 2741280, 2605140, 1161507,  986187,  983651,  983488,  983474,  983467,  983465,  983466,  983465,       5,       0,       0,       0
     156,       1,     142,    9734,  372521, 2835924, 2627141, 1170676, 1005122, 1002840, 1002713, 1002701, 1002691, 1002688, 1002686, 1002685,       6,       0,       0,       0
     157,       1,     146,    9891,  378870, 2878821, 2691513, 1193106, 1024718, 1022293, 1022174, 1022157, 1022153, 1022154, 1022153, 1022154,       1,       0,       0,       0
     158,       1,     144,   10005,  386629, 2936608, 2743154, 1213841, 1044409, 1042024, 1041897, 1041884, 1041875, 1041874, 1041875, 1041874,       1,       0,       0,       0
     159,       1,     146,   10132,  392473, 2988019, 2801457, 1238007, 1064332, 1061989, 1061870, 1061853, 1061846, 1061845, 1061846, 1061846,       3,       0,       0,       0
     160,       1,     151,   10227,  397516, 3044908, 2856356, 1262655, 1084545, 1082206, 1082098, 1082082, 1082075, 1082072, 1082072, 1082071,       4,       0,       0,       0
     161,       1,     146,   10408,  409318, 3134442, 2880482, 1280401, 1104992, 1102702, 1102584, 1102566, 1102552, 1102549, 1102548, 1102549,       1,       0,       0,       0
     162,       1,     151,   10508,  414783, 3194358, 2937913, 1302518, 1125857, 1123443, 1123309, 1123296, 1123291, 1123288, 1123288, 1123288,       3,       0,       0,       0
     163,       1,     150,   10687,  422354, 3241499, 3006793, 1325870, 1146684, 1144438, 1144311, 1144297, 1144288, 1144284, 1144283, 1144283,       3,       0,       0,       0
     164,       1,     150,   10718,  429419, 3304190, 3058905, 1352668, 1168028, 1165693, 1165566, 1165550, 1165542, 1165540, 1165540, 1165539,       6,       0,       0,       0
     165,       1,     155,   11007,  438781, 3361531, 3117404, 1377723, 1189599, 1187222, 1187087, 1187069, 1187059, 1187056, 1187055, 1187055,       5,       0,       0,       0
     166,       1,     152,   11048,  447697, 3461220, 3144691, 1394127, 1211540, 1208987, 1208858, 1208843, 1208837, 1208834, 1208836, 1208837,       3,       0,       0,       0
     167,       1,     154,   11151,  453893, 3515178, 3216916, 1416070, 1233462, 1231043, 1230909, 1230888, 1230881, 1230880, 1230879, 1230878,       2,       0,       0,       0
     168,       1,     156,   11341,  462571, 3581721, 3273047, 1440664, 1255812, 1253339, 1253221, 1253203, 1253194, 1253193, 1253193, 1253194,       5,       0,       0,       0
     169,       1,     158,   11501,  469694, 3633087, 3346128, 1467087, 1278321, 1275906, 1275795, 1275777, 1275773, 1275771, 1275772, 1275771,       3,       0,       0,       0
     170,       1,     153,   11483,  478262, 3706230, 3399879, 1491460, 1301310, 1298752, 1298639, 1298626, 1298620, 1298620, 1298618, 1298619,       7,       0,       0,       0
     171,       1,     159,   11841,  492545, 3805740, 3423751, 1515307, 1324345, 1321906, 1321772, 1321748, 1321741, 1321741, 1321740, 1321740,       4,       0,       0,       0
     172,       1,     158,   11789,  497037, 3879198, 3485922, 1539303, 1347451, 1345282, 1345156, 1345139, 1345134, 1345133, 1345133, 1345133,       6,       0,       0,       0
     173,       1,     159,   12038,  506044, 3934102, 3559183, 1567436, 1371261, 1368933, 1368816, 1368805, 1368803, 1368800, 1368799, 1368799,       6,       0,       0,       0
