       7,       2,       1,       1,       1
      15,       3,       2,       1,       1
      23,       3,       3,       2,       1
      28,       3,       3,       3,       1
      31,       3,       3,       3,       2
      39,       5,       3,       2,       1
      47,       5,       3,       3,       2
      55,       5,       5,       2,       1
      60,       5,       5,       3,       1
      63,       5,       5,       3,       2
      71,       6,       5,       3,       1
      79,       5,       5,       5,       2
      87,       6,       5,       5,       1
      92,       6,       6,       4,       2
      95,       6,       5,       5,       3
     103,       7,       5,       5,       2
     111,       6,       5,       5,       5
     112,       6,       6,       6,       2
     119,       7,       6,       5,       3
     124,       6,       6,       6,       4
     127,       7,       7,       5,       2
     135,       7,       6,       5,       5
     143,       7,       7,       6,       3
     151,       7,       7,       7,       2
     156,       7,       7,       7,       3
     159,       7,       7,       6,       5
     167,       9,       6,       5,       5
     175,       9,       7,       6,       3
     183,       7,       7,       7,       6
     188,       9,       7,       7,       3
     191,       9,       7,       6,       5
     199,       9,       9,       6,       1
     207,       9,       9,       6,       3
     215,       9,       7,       7,       6
     220,       9,       9,       7,       3
     223,       9,       9,       6,       5
     231,      10,       9,       5,       5
     239,      10,       9,       7,       3
     240,      10,      10,       6,       2
     247,       9,       9,       7,       6
     252,       9,       9,       9,       3
     255,      10,       9,       7,       5
     263,      10,       9,       9,       1
     271,      10,       9,       9,       3
     279,       9,       9,       9,       6
     284,      11,       9,       9,       1
     287,      10,       9,       9,       5
     295,      11,      10,       7,       5
     303,      11,      10,       9,       1
     311,      10,       9,       9,       7
     316,      10,      10,      10,       4
     319,      11,       9,       9,       6
     327,      11,      10,       9,       5
     335,      13,       9,       7,       6
     343,      10,       9,       9,       9
     348,      11,      11,       9,       5
     351,      11,      10,       9,       7
     359,      11,      11,       9,       6
     367,      11,      11,      10,       5
     368,      12,      12,       8,       4
     375,      13,      10,       9,       5
     380,      12,      10,      10,       6
     383,      11,      10,       9,       9
     391,      11,      11,      10,       7
     399,      11,      11,      11,       6
     407,      13,      11,       9,       6
     412,      11,      11,      11,       7
     415,      13,      11,      10,       5
     423,      11,      11,      10,       9
     431,      13,      10,       9,       9
     439,      13,      11,      10,       7
     444,      11,      11,      11,       9
     447,      13,      11,      11,       6
     448,      12,      12,      12,       4
     455,      13,      13,       9,       6
     463,      11,      11,      11,      10
     471,      13,      11,      10,       9
     476,      14,      12,      10,       6
     479,      14,      11,       9,       9
     487,      13,      13,      10,       7
     495,      13,      13,      11,       6
     496,      12,      12,      12,       8
     503,      15,      11,      11,       6
     508,      13,      13,      11,       7
     511,      13,      11,      11,      10
     519,      13,      13,      10,       9
     527,      14,      13,       9,       9
     535,      14,      13,      11,       7
     540,      13,      13,      11,       9
     543,      13,      13,      13,       6
     551,      15,      13,      11,       6
     559,      13,      13,      11,      10
     567,      14,      13,      11,       9
     572,      14,      14,      12,       6
     575,      15,      13,      10,       9
     583,      14,      13,      13,       7
     591,      15,      14,      11,       7
     599,      15,      13,      13,       6
     604,      14,      14,      14,       4
     607,      13,      13,      13,      10
     615,      14,      13,      13,       9
     623,      15,      14,      11,       9
     624,      14,      14,      14,       6
     631,      15,      15,      10,       9
     636,      14,      14,      12,      10
     639,      15,      14,      13,       7
     647,      15,      15,      14,       1
     655,      14,      13,      13,      11
     663,      15,      13,      13,      10
     668,      15,      15,      13,       7
     671,      15,      14,      13,       9
     679,      15,      15,      15,       2
     687,      17,      14,      11,       9
     695,      15,      15,      14,       7
     700,      15,      15,      13,       9
     703,      14,      13,      13,      13
     711,      15,      14,      13,      11
     719,      15,      15,      13,      10
     727,      15,      15,      14,       9
     732,      14,      14,      14,      12
     735,      17,      14,      13,       9
     743,      17,      15,      15,       2
     751,      17,      17,      13,       2
     752,      18,      14,      14,       6
     759,      15,      14,      13,      13
     764,      17,      15,      13,       9
     767,      15,      15,      14,      11
     775,      15,      15,      15,      10
     783,      17,      15,      13,      10
     791,      17,      15,      14,       9
     796,      15,      15,      15,      11
     799,      17,      17,      11,      10
     807,      17,      17,      15,       2
     815,      15,      15,      14,      13
     823,      17,      14,      13,      13
     828,      17,      17,      13,       9
     831,      17,      15,      14,      11
     839,      17,      15,      15,      10
     847,      17,      17,      13,      10
     855,      17,      17,      14,       9
     860,      17,      15,      15,      11
     863,      18,      17,      13,       9
     871,      15,      15,      15,      14
     879,      17,      15,      14,      13
     880,      18,      18,      14,       6
     887,      18,      15,      13,      13
     892,      17,      17,      17,       5
     895,      17,      17,      14,      11
     903,      17,      17,      15,      10
