      22, 0.000658328, 0.0118499, 0.100066, 0.35418, 0.36998, 0.076366, 0, 0, 0, 0, 0, 0
      23, 0.0006035, 0.0126735, 0.102595, 0.362704, 0.371756, 0.066385, 0, 0, 0, 0, 0, 0
      24, 0.000555247, 0.0105497, 0.0977235, 0.375902, 0.378679, 0.0566352, 0, 0, 0, 0, 0, 0
      25, 0.000512558, 0.0112763, 0.100461, 0.37673, 0.375192, 0.0589441, 0, 0, 0, 0, 0, 0
      26, 0.000474608, 0.0104414, 0.101566, 0.393925, 0.36972, 0.0498339, 0, 0, 0, 0, 0, 0
      27, 0.000440723, 0.0096959, 0.0965183, 0.391362, 0.379462, 0.0511238, 0, 0, 0, 0, 0, 0
      28, 0.000410341, 0.0102585, 0.101354, 0.391465, 0.378334, 0.0492409, 0, 0, 0, 0, 0, 0
      29, 0.000382995, 0.00880889, 0.0965147, 0.406358, 0.376867, 0.0444274, 0, 0, 0, 0, 0, 0
      30, 0.000358295, 0.00967395, 0.106055, 0.420279, 0.362236, 0.0369043, 0, 0, 0, 0, 0, 0
      31, 0.000335909, 0.00906953, 0.101444, 0.422573, 0.368492, 0.0356063, 0, 0, 0, 0, 0, 0
      32, 0.000315557, 0.00852004, 0.101925, 0.434522, 0.365415, 0.0287157, 0, 0, 0, 0, 0, 0
      33, 0.000297, 0.00831601, 0.0989011, 0.43659, 0.36828, 0.028809, 0, 0, 0, 0, 0, 0
      34, 0.000280034, 0.00784094, 0.101372, 0.445253, 0.368524, 0.0196024, 0, 0, 0, 0, 0, 0
      35, 0.00026448, 0.00793441, 0.0949484, 0.443533, 0.374769, 0.0230098, 0, 0, 0, 0, 0, 0
      36, 0.000250188, 0.00775582, 0.0993245, 0.452339, 0.362022, 0.0242682, 0, 0, 0, 0, 0, 0
      37, 0.000237023, 0.00711069, 0.0988386, 0.45698, 0.366438, 0.0177767, 0, 0, 0, 0, 0, 0
      38, 0.000224871, 0.0076456, 0.100967, 0.464358, 0.360468, 0.0150663, 0, 0, 0, 0, 0, 0
      39, 0.00021363, 0.00704978, 0.0995514, 0.462935, 0.366375, 0.0138859, 0, 0, 0, 0, 0, 0
      40, 0.000203211, 0.00690916, 0.102012, 0.477952, 0.35318, 0.0109734, 0, 0, 0, 0, 0, 0
      41, 0.000193536, 0.00696729, 0.0963809, 0.477453, 0.359977, 0.0114186, 0, 0, 0, 0, 0, 0
      42, 0.000184536, 0.00645876, 0.101864, 0.479793, 0.354309, 0.0108876, 0, 0, 0, 0, 0, 0
      43, 0.000176149, 0.00669368, 0.100229, 0.488462, 0.346486, 0.0125066, 0, 0, 0, 0, 0, 0
      44, 0.000168322, 0.00622791, 0.100825, 0.494025, 0.344723, 0.00959434, 0, 0, 0, 0, 0, 0
      45, 0.000161005, 0.00660119, 0.101433, 0.492352, 0.346804, 0.00917727, 0, 0, 0, 0, 0, 0
      46, 0.000154154, 0.00601202, 0.100817, 0.498073, 0.345152, 0.00724526, 0, 0, 0, 0, 0, 0
      47, 0.000147732, 0.00590929, 0.101935, 0.508347, 0.336386, 0.00561383, 0, 0, 0, 0, 0, 0
      48, 0.000141703, 0.00595154, 0.101885, 0.514666, 0.330452, 0.00609324, 0, 0, 0, 0, 0, 0
      49, 0.000136036, 0.00557747, 0.0968576, 0.510815, 0.34145, 0.00516936, 0, 0, 0, 0, 0, 0
      50, 0.000130702, 0.00588158, 0.10247, 0.515227, 0.331591, 0.00548948, 0, 0, 0, 0, 0, 0
      51, 0.000125676, 0.00527837, 0.100038, 0.530728, 0.322232, 0.00314189, 0, 0, 0, 0, 0, 0
      52, 0.000120934, 0.00556295, 0.100133, 0.524731, 0.327125, 0.00459548, 0, 0, 0, 0, 0, 0
      53, 0.000116455, 0.00535693, 0.101549, 0.533481, 0.318738, 0.00372656, 0, 0, 0, 0, 0, 0
      54, 0.000112221, 0.00516216, 0.0998766, 0.532825, 0.322859, 0.00280552, 0, 0, 0, 0, 0, 0
      55, 0.000108213, 0.00508603, 0.100963, 0.534574, 0.320745, 0.00281355, 0, 0, 0, 0, 0, 0
      56, 0.000104417, 0.00480317, 0.0983607, 0.541923, 0.317532, 0.00219275, 0, 0, 0, 0, 0, 0
      57, 0.000100817, 0.00534328, 0.104547, 0.549047, 0.305172, 0.00131062, 0, 0, 0, 0, 0, 0
      58, 9.73994e-05, 0.00467517, 0.0976916, 0.543294, 0.318107, 0.00224019, 0, 0, 0, 0, 0, 0
      59, 9.41531e-05, 0.00480181, 0.100367, 0.551455, 0.309387, 0.000564919, 0, 0, 0, 0, 0, 0
      60, 9.10664e-05, 0.00473545, 0.101539, 0.554776, 0.304526, 0.00154813, 0, 0, 0, 0, 0, 0
      61, 8.8129e-05, 0.00458271, 0.0970301, 0.556094, 0.30898, 0.000969419, 0, 0, 0, 0, 0, 0
      62, 8.53315e-05, 0.00477856, 0.10163, 0.559775, 0.301306, 0.000682652, 0, 0, 0, 0, 0, 0
      63, 8.26651e-05, 0.00446392, 0.0978755, 0.564024, 0.301232, 0.00107465, 0, 0, 0, 0, 0, 0
      64, 8.01218e-05, 0.00432658, 0.100232, 0.562215, 0.301098, 0.00128195, 0, 0, 0, 0, 0, 0
      65, 7.7694e-05, 0.00458395, 0.101468, 0.567011, 0.296014, 0.000543858, 0, 0, 0, 0, 0, 0
      66, 7.5375e-05, 0.004221, 0.102133, 0.582724, 0.280923, 7.5375e-05, 0, 0, 0, 0, 0, 0
      67, 7.31582e-05, 0.00424318, 0.0994952, 0.574219, 0.291901, 0.000658424, 0, 0, 0, 0, 0, 0
      68, 7.10379e-05, 0.00419123, 0.101939, 0.578674, 0.285927, 0.000213114, 0, 0, 0, 0, 0, 0
      69, 6.90084e-05, 0.00400248, 0.099303, 0.58388, 0.283831, 0.000345042, 0, 0, 0, 0, 0, 0
      70, 6.70646e-05, 0.004158, 0.0990544, 0.57984, 0.288512, 0.000201194, 0, 0, 0, 0, 0, 0
      71, 6.52018e-05, 0.00397731, 0.102171, 0.588837, 0.277173, 0, 0, 0, 0, 0, 0, 0
      72, 6.34156e-05, 0.0040586, 0.101211, 0.591096, 0.275985, 0.000190247, 0, 0, 0, 0, 0, 0
      73, 6.17017e-05, 0.00382551, 0.0998951, 0.587401, 0.281607, 0.000185105, 0, 0, 0, 0, 0, 0
      74, 6.00565e-05, 0.00390367, 0.100354, 0.598763, 0.270194, 6.00565e-05, 0, 0, 0, 0, 0, 0
      75, 5.84761e-05, 0.00374247, 0.100111, 0.597918, 0.271738, 0.000116952, 0, 0, 0, 0, 0, 0
      76, 5.69573e-05, 0.00375918, 0.100245, 0.595774, 0.274079, 0.000113915, 0, 0, 0, 0, 0, 0
      77, 5.5497e-05, 0.0037183, 0.0994506, 0.603641, 0.267384, 0.000110994, 0, 0, 0, 0, 0, 0
      78, 5.40921e-05, 0.00362417, 0.100719, 0.606318, 0.263861, 0.000108184, 0, 0, 0, 0, 0, 0
      79, 5.27398e-05, 0.00379727, 0.102104, 0.605875, 0.263066, 0.00010548, 0, 0, 0, 0, 0, 0
      80, 5.14377e-05, 0.00339489, 0.099069, 0.612057, 0.260635, 0.000102875, 0, 0, 0, 0, 0, 0
      81, 5.01832e-05, 0.00351282, 0.098911, 0.611883, 0.261203, 5.01832e-05, 0, 0, 0, 0, 0, 0
      82, 4.8974e-05, 0.00352613, 0.0990744, 0.610608, 0.262403, 0.00024487, 0, 0, 0, 0, 0, 0
      83, 4.7808e-05, 0.00339437, 0.0998231, 0.617201, 0.255725, 0, 0, 0, 0, 0, 0, 0
      84, 4.66832e-05, 0.00345455, 0.101349, 0.620653, 0.250969, 0, 0, 0, 0, 0, 0, 0
      85, 4.55976e-05, 0.00319183, 0.0990835, 0.618987, 0.255346, 9.11951e-05, 0, 0, 0, 0, 0, 0
      86, 4.45494e-05, 0.0035194, 0.101439, 0.621731, 0.250234, 4.45494e-05, 0, 0, 0, 0, 0, 0
      87, 4.35369e-05, 0.00326527, 0.100396, 0.624363, 0.249162, 4.35369e-05, 0, 0, 0, 0, 0, 0
      88, 4.25586e-05, 0.00327701, 0.102396, 0.621228, 0.250585, 0, 0, 0, 0, 0, 0, 0
      89, 4.16129e-05, 0.00316258, 0.0992052, 0.631975, 0.243394, 0, 0, 0, 0, 0, 0, 0
      90, 4.06984e-05, 0.00321517, 0.100688, 0.626592, 0.247446, 4.06984e-05, 0, 0, 0, 0, 0, 0
      91, 3.98137e-05, 0.00318509, 0.0996138, 0.629136, 0.246287, 0, 0, 0, 0, 0, 0, 0
      92, 3.89575e-05, 0.00315556, 0.101913, 0.632475, 0.240913, 0, 0, 0, 0, 0, 0, 0
      93, 3.81286e-05, 0.00312655, 0.102147, 0.640371, 0.233042, 0, 0, 0, 0, 0, 0, 0
      94, 3.7326e-05, 0.0030234, 0.101265, 0.63917, 0.235452, 0, 0, 0, 0, 0, 0, 0
      95, 3.65484e-05, 0.00296042, 0.101056, 0.641643, 0.233471, 0, 0, 0, 0, 0, 0, 0
      96, 3.57948e-05, 0.00300677, 0.101478, 0.64377, 0.231056, 3.57948e-05, 0, 0, 0, 0, 0, 0
      97, 3.50643e-05, 0.0029454, 0.0992321, 0.645745, 0.231635, 0, 0, 0, 0, 0, 0, 0
      98, 3.4356e-05, 0.00292026, 0.0987735, 0.646408, 0.231662, 0, 0, 0, 0, 0, 0, 0
      99, 3.36689e-05, 0.00289553, 0.100636, 0.649035, 0.2274, 0, 0, 0, 0, 0, 0, 0
