       1, 0.142857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
       2, 0.0526316, 0.0526316, 0.0526316, 0.0526316, 0.0526316, 0.0526316, 0.0526316, 0, 0, 0, 0, 0
       3, 0.027027, 0.0540541, 0.0810811, 0.0810811, 0.0810811, 0.0540541, 0.0540541, 0.0540541, 0.027027, 0, 0, 0
       4, 0.0163934, 0.0491803, 0.0819672, 0.114754, 0.131148, 0.131148, 0.0655738, 0.0163934, 0, 0, 0, 0
       5, 0.010989, 0.032967, 0.0769231, 0.120879, 0.153846, 0.164835, 0.0989011, 0.010989, 0, 0, 0, 0
       6, 0.00787402, 0.0393701, 0.0944882, 0.165354, 0.188976, 0.11811, 0.0708661, 0.0314961, 0, 0, 0, 0
       7, 0.00591716, 0.035503, 0.0828402, 0.142012, 0.195266, 0.183432, 0.0828402, 0.0177515, 0.00591716, 0, 0, 0
       8, 0.00460829, 0.0276498, 0.101382, 0.193548, 0.221198, 0.147465, 0.0645161, 0.0184332, 0, 0, 0, 0
       9, 0.00369004, 0.0295203, 0.095941, 0.217712, 0.258303, 0.162362, 0.0332103, 0, 0, 0, 0, 0
      10, 0.00302115, 0.021148, 0.0966767, 0.223565, 0.277946, 0.163142, 0.0332326, 0, 0, 0, 0, 0
      11, 0.00251889, 0.02267, 0.0982368, 0.241814, 0.289673, 0.156171, 0.02267, 0, 0, 0, 0, 0
      12, 0.0021322, 0.021322, 0.0938166, 0.238806, 0.302772, 0.166311, 0.021322, 0, 0, 0, 0, 0
      13, 0.00182815, 0.0182815, 0.095064, 0.241316, 0.319927, 0.166362, 0.0146252, 0, 0, 0, 0, 0
      14, 0.00158479, 0.0206022, 0.0966719, 0.277338, 0.323296, 0.142631, 0.00475436, 0, 0, 0, 0, 0
      15, 0.00138696, 0.0152566, 0.101248, 0.298197, 0.330097, 0.126214, 0.00277393, 0, 0, 0, 0, 0
      16, 0.00122399, 0.0171359, 0.0991432, 0.282742, 0.342717, 0.134639, 0.00489596, 0, 0, 0, 0, 0
      17, 0.00108814, 0.0141458, 0.0924918, 0.304679, 0.351469, 0.118607, 0.00652884, 0, 0, 0, 0, 0
      18, 0.00097371, 0.0155794, 0.0954236, 0.307692, 0.361246, 0.109056, 0.00486855, 0, 0, 0, 0, 0
      19, 0.000876424, 0.0148992, 0.102542, 0.325153, 0.364592, 0.0920245, 0, 0, 0, 0, 0, 0
      20, 0.000793021, 0.0118953, 0.0959556, 0.33069, 0.375892, 0.0896114, 0, 0, 0, 0, 0, 0
      21, 0.000720981, 0.0136986, 0.103821, 0.34535, 0.372747, 0.0720981, 0.000720981, 0, 0, 0, 0, 0
